html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Jiangsu Aviation Technical College*en,,education,,江苏航空职业技术学院*zh; Jiangsu Aviation Technical College*en,,https://www.jatc.edu.cn/,,jatc.edu.cn,2016,,,,,,,Q112676488,Q112676488,Zhenjiang,China,1784642,,,,,,
,,Jiangsu College of Safety Technology*en,,education,江苏省徐州机电工程高等职业学校,江苏安全技术职业学院*zh; Jiangsu College of Safety Technology*en,,https://www.jscst.edu.cn/,,jscst.edu.cn,1978,,,,,,,Q65051494,Q65051494,Xuzhou,China,10630003,,,,,,
,,Jiangsu College of Tourism*en,,education,江苏省扬州商务高等职业学校,江苏旅游职业学院*zh; Jiangsu College of Tourism*en,,http://www.jstc.edu.cn/,,jstc.edu.cn,1959,,,,,,,Q112676489,Q112676489,Yangzhou,China,1787227,,,,,,
,,Changzhou Early Childhood Education College*en,,education,常州幼儿师范学校,常州幼儿师范高等专科学校*zh; Changzhou Early Childhood Education College*en,,http://www.wjtts.net/,,wjtts.net,2021,,,,,,,Q123854410,Q123854410,Changzhou,China,1815456,,,,,,
,,Jiangsu Justice Police College*en,,education,江苏省司法警官高等职业学校,江苏司法警官职业学院*zh; Jiangsu Justice Police College*en,,http://www.jssfjy.cn,,jssfjy.cn,1985,,,,,,,Q126868333,Q126868333,Nanjing,China,1799962,,,,,,
,,Yancheng Agricultural Science and Technology Vocational College*en,,education,,盐城农业科技职业学院*zh; Yancheng Agricultural Science and Technology Vocational College*en,,http://www.ycac.edu.cn/,,ycac.edu.cn,2024,,,,,,,Q133883090,Q133883090,Yancheng,China,1787746,,,,,,
,,Suqian Preschool Education College*en,,education,宿迁高等师范学校,宿迁幼儿师范高等专科学校*zh; Suqian Preschool Education College*en,,https://www.sqsf.cn,,sqsf.cn,2024,,,,,,,Q126894512,Q126894512,Suqian,China,1793771,,,,,,
,,Wuxi Normal College*en,,education,,无锡师范高等专科学校*zh; Wuxi Normal College*en,,https://www.wxnc.edu.cn,,wxnc.edu.cn,2024,,,,,,,Q126894553,Q126894553,Wuxi,China,1790923,,,,,,
,,Changzhou Railway Vocational and Technical College*en,,education,常州铁道高等职业技术学校,常州铁道职业技术学院*zh; Changzhou Railway Vocational and Technical College*en,,http://www.cztdxy.cn/,,cztdxy.cn,1951,,,,,,,Q134711403,Q134711403,Changzhou,China,1815456,,,,,,
,,Suzhou Tourism College*en,,education,苏州旅游与财经高等职业技术学校,苏州旅游职业学院*zh; Suzhou Tourism College*en,,,,,2025,,,,,,,Q133802257,Q133802257,苏州市,China,1886760,,,,,,
,,Nantong Health Vocational College*en,,education,,南通卫生健康职业学院*zh; Nantong Health Vocational College*en,,http://www.nthvc.cn/,,nthvc.cn,2025,,,,,,,Q133802493,Q133802493,Nantong,China,1799722,,,,,,
,,Zhejiang Guangsha Vocational and Technical University of Construction*en,,education,浙江广厦建设职业技术学院; Guangsha University,浙江广厦建设职业技术大学*zh; Zhejiang Guangsha Vocational and Technical University of Construction*en,ZGUC,https://www.guangshaxy.com/,,guangshaxy.com,2003,,,,,,,Q55708364,Q55708364,Jinhua,China,1805528,,,,,,
,,College of Science & Technology Ningbo University*en,,education,宁大科院,宁波大学科学技术学院*zh; College of Science & Technology Ningbo University*en,,https://www.ndky.edu.cn,,ndky.edu.cn,1999,,,,,,,Q85878690,Q85878690,Cixi,China,1806602,,,,https://ror.org/03et85d35,,
,,Hangzhou Dianzi University Information Engineering School*en,,education,杭电信工,杭州电子科技大学信息工程学院*zh; Hangzhou Dianzi University Information Engineering School*en,,https://www.hziee.edu.cn,,hziee.edu.cn,1999,,,,,,,Q28413234,Q28413234,Hangzhou,China,1808926,,,,https://ror.org/0576gt767,,
,,Keyi College of Zhejiang Sci-Tech University*en,,education,,浙江理工大学科技与艺术学院*zh; Keyi College of Zhejiang Sci-Tech University*en,,https://www.ky.zstu.edu.cn,,zstu.edu.cn,1999,,,,,,,Q112676490,Q112676490,Shaoxing,China,1795855,,,,https://ror.org/03893we55,,
,,Wenzhou Medical University Renji College*en,,education,温州医学院仁济学院,温州医科大学仁济学院*zh; Wenzhou Medical University Renji College*en,WMURJ,https://rjxy.wmu.edu.cn,,rjxy.wmu.edu.cn,1999,,,,,,,Q17029969,Q17029969,Wenzhou,China,1791388,,,,https://ror.org/00rd5t069,,
,,Binjiang College of Zhejiang Chinese Medical University*en,,education,,浙江中医药大学滨江学院*zh; Binjiang College of Zhejiang Chinese Medical University*en,,,,,,,,,,,,Q112676491,Q112676491,Hangzhou,China,1808926,,https://ror.org/04epb4p87,,,,
,,Hangzhou Normal University Qianjiang College*en,,education,"Qianjiang College, Hangzhou Normal University",杭州师范大学钱江学院*zh; Hangzhou Normal University Qianjiang College*en,,http://qjxy.hznu.edu.cn,,qjxy.hznu.edu.cn,1999,,,,,,,Q112676492,Q112676492,Hangzhou,China,1808926,,,,https://ror.org/014v1mr15,,
,,Shaoxing Institute of Technology*en,,education,绍兴文理学院元培学院; Shaoxing University Yuanpei College,绍兴理工学院*zh; Shaoxing Institute of Technology*en,,https://www.ypc.edu.cn,,ypc.edu.cn,2000,,,,,,,Q97351204,Q97351204,Shaoxing,China,1795855,,,,,,
,,"College of Modern Science and Technology, China Jiliang University*en",,education,中国计量学院现代科技学院,"中国计量大学现代科技学院*zh; College of Modern Science and Technology, China Jiliang University*en",,https://xdkj.cjlu.edu.cn/,,xdkj.cjlu.edu.cn,1999,,,,,,,Q20062805,Q20062805,Yiwu,China,1814870,,,,https://ror.org/05v1y0t93,,
,,Zhejiang University of Finance and Economics Dongfang College*en,,education,,浙江财经大学东方学院*zh; Zhejiang University of Finance and Economics Dongfang College*en,,https://www.zufedfc.edu.cn/,,zufedfc.edu.cn,1999,,,,,,,Q112676495,Q112676495,,China,1789799,,,,,,
,,Zhejiang College of Shanghai University of Finance and Economics*en,,education,,上海财经大学浙江学院*zh; Zhejiang College of Shanghai University of Finance and Economics*en,,https://www.shufe-zj.edu.cn,,shufe-zj.edu.cn,2008,,,,,,,Q107168208,Q107168208,Jinhua,China,1805528,,,,https://ror.org/00wtvfq62,,
,,Zhejiang Conservatory of Music*en,,education,,浙江音乐学院*zh; Zhejiang Conservatory of Music*en,,https://www.zjcm.edu.cn,,zjcm.edu.cn,2016,,,,,0000 0004 4680 9788,0000 0004 4680 9788,Q11148892,Q11148892,Hangzhou,China,1808926,,,,,,
,,Zhejiang Electric Power Polytechnic*en,,education,,浙江电力职业技术学院*zh; Zhejiang Electric Power Polytechnic*en,,,,,1979,,,,,,,Q112676500,Q112676500,Hangzhou,China,1808926,,,,,,
,,Zhejiang Industry & Trade Vocational College*en,,education,Zhejiang Industry and Trade Vocational College,浙江工贸职业技术学院*zh; Zhejiang Industry & Trade Vocational College*en,ZJITC,http://www.zjitc.net/,,zjitc.net,1960,,,,,,,Q11148736,Q11148736,Wenzhou,China,1791388,,,,,,
,,Zhejiang College of Construction*en,,education,浙江建职学院,浙江建设职业技术学院*zh; Zhejiang College of Construction*en,,https://www.zjjs.edu.cn/,,zjjs.edu.cn,2002,,,,,,,Q60991963,Q60991963,Hangzhou,China,1808926,,,,,,
,,Zhejiang Vocational Academy of Art*en,,education,浙江艺术学校,浙江艺术职业学院*zh; Zhejiang Vocational Academy of Art*en,,https://www.zjvaa.edu.cn/,,zjvaa.edu.cn,1955,,,,,,,Q11148856,Q11148856,Hangzhou,China,1808926,,,,,,
,,Zhejiang Business College*en,,education,浙商院,浙江商业职业技术学院*zh; Zhejiang Business College*en,,http://www.zjbc.edu.cn,,zjbc.edu.cn,2002,,,,,0000 0004 1780 4427,0000 0004 1780 4427,Q112676502,Q112676502,Hangzhou,China,1808926,,,,,,
,,Zhejiang Yuying College of Vocational Technology*en,,education,,浙江育英职业技术学院*zh; Zhejiang Yuying College of Vocational Technology*en,,https://www.zjyyc.com/,,zjyyc.com,1998,,,,,,,Q19853014,Q19853014,Hangzhou,China,1808926,,,,,,
,,Zhejiang Police Vocational Academy*en,,education,,浙江警官职业学院*zh; Zhejiang Police Vocational Academy*en,,http://www.zjjy.com.cn/,,zjjy.com.cn,2002,,,,,,,Q19853015,Q19853015,Hangzhou,China,1808926,,,,,,
,,Shaoxing Vocational & Technical College*en,,education,,绍兴职业技术学院*zh; Shaoxing Vocational & Technical College*en,SXVTC,https://www.sxvtc.com/,,sxvtc.com,1999,,,,,,,Q112664269,Q112664269,Shaoxing,China,1795855,,,,,,
,,Yiwu Industrial & Commercial College*en,,education,,义乌工商职业技术学院*zh; Yiwu Industrial & Commercial College*en,YWICC,https://www.ywicc.edu.cn/,,ywicc.edu.cn,2002,,,,,,,Q112676505,Q112676505,,China,1814870,,,,,,
,,Hangzhou Polytechnic*en,,education,,杭州科技职业技术学院*zh; Hangzhou Polytechnic*en,,http://www.hzpt.edu.cn/,,hzpt.edu.cn,2009,,,,,0000 0004 6490 6581,0000 0004 6490 6581,Q59154585,Q59154585,Hangzhou,China,1808926,,,,,,
,,Jiaxing Nanyang Polytechnic Institute*en,,education,Jiaxing Nanyang Vocational and Technical College,嘉兴南洋职业技术学院*zh; Jiaxing Nanyang Polytechnic Institute*en,,https://www.jxnyi.edu.cn,,jxnyi.edu.cn,2002,,,,,,,Q112676506,Q112676506,Jiaxing,China,1805953,,,,,,
,,Zhejiang Post and Telecommunication College*en,,education,,浙江邮电职业技术学院*zh; Zhejiang Post and Telecommunication College*en,,https://www.zptc.edu.cn/,,zptc.edu.cn,1958,,,,,,,Q112676508,Q112676508,Shaoxing,China,1795855,,,,,,
,,Taizhou Vocational College of Science and Technology*en,,education,Taizhou Vocational College of Science & Technology,台州科技职业学院*zh; Taizhou Vocational College of Science and Technology*en,,https://www.tzvcst.edu.cn/,,tzvcst.edu.cn,2007,,,,,,,Q112676509,Q112676509,Taizhou,China,8400694,,,,,,
,,Zhejiang International Maritime College*en,,education,,浙江国际海运职业技术学院*zh; Zhejiang International Maritime College*en,,https://www.zimc.edu.cn,,zimc.edu.cn,2004,,,,,,,Q112676510,Q112676510,舟山市,China,1886762,,,,,,
,,Zhejiang College of Sports*en,,education,,浙江体育职业技术学院*zh; Zhejiang College of Sports*en,,https://www.zjcs.net.cn,,zjcs.net.cn,2006,,,,,,,Q112676511,Q112676511,Hangzhou,China,1808926,,,,,,
,,Zhejiang Automotive Vocational and Technical College*en,,education,,浙江汽车职业技术学院*zh; Zhejiang Automotive Vocational and Technical College*en,,http://www.geely.edu.cn/,,geely.edu.cn,2006,,,,,,,Q65052173,Q65052173,Taizhou,China,8400694,,,,,,
,,Hengdian College of Film & Television*en,,education,,浙江横店影视职业学院*zh; Hengdian College of Film & Television*en,HCFT,http://www.hcft.edu.cn/,,hcft.edu.cn,2008,,,,,,,Q112676512,Q112676512,Jinhua,China,1805528,,,,,,
,,Zhejiang Agricultural Business College*en,,education,,浙江农业商贸职业学院*zh; Zhejiang Agricultural Business College*en,,http://www.znszy.com,,znszy.com,,,,,,,,Q112676513,Q112676513,Shaoxing,China,1795855,,,,,,
,,Zhejiang Vocational College of Special Education*en,,education,,浙江特殊教育职业学院*zh; Zhejiang Vocational College of Special Education*en,,,,,2014,,,,,,,Q112676514,Q112676514,Hangzhou,China,1808926,,,,,,
,,Zhejiang College of Security Technology*en,,education,,浙江安防职业技术学院*zh; Zhejiang College of Security Technology*en,ZCST,https://www.zjcst.edu.cn/,,zjcst.edu.cn,2016,,,,,,,Q24834298,Q24834298,温州市,China,1791388,,,,https://ror.org/01dkhme60; https://ror.org/01z3tch16,,
,,Zhejiang Yuxiang Vocational & Technical College*en,,education,浙江宇翔外国语专修学院,浙江宇翔职业技术学院*zh; Zhejiang Yuxiang Vocational & Technical College*en,,https://www.zjyxxy.com.cn,,zjyxxy.com.cn,2020,,,,,,,Q112676515,Q112676515,Huzhou,China,1806535,,,,,,
,,Zhejiang Jinhua Vocational and Technical College of Science and Trade*en,,education,,浙江金华科贸职业技术学院*zh; Zhejiang Jinhua Vocational and Technical College of Science and Trade*en,,https://www.zjjhkm.edu.cn/,,zjjhkm.edu.cn,2021,,,,,,,Q112676516,Q112676516,Jinhua,China,1805528,,,,,,
,,Zhejiang Zhoushan Tourism and Health College*en,,education,,浙江舟山群岛新区旅游与健康职业学院*zh; Zhejiang Zhoushan Tourism and Health College*en,,https://www.zsthc.com/,,zsthc.com,2015,,,,,,,Q112676517,Q112676517,Zhoushan,China,1886762,,,,,,
,,Ningbo Childhood Education College*en,,education,宁波教育学院,宁波幼儿师范高等专科学校*zh; Ningbo Childhood Education College*en,,https://www.ncec.edu.cn/,,ncec.edu.cn,1959,,,,,,,Q112676518,Q112676518,Ningbo,China,1799397,,,,,,
,,Huzhou Health Vocational College*en,,education,,湖州健康职业学院*zh; Huzhou Health Vocational College*en,,,,,2025,,,,,,,Q134718729,Q134718729,Huzhou,China,1806535,,,,,,
,,Anhui Wenda University of Information Engineering*en,,education,安徽文达信息技术职业学院; Anhui Wenda Information Engineering College,安徽文达信息工程学院*zh; Anhui Wenda University of Information Engineering*en,,https://www.wenda.edu.cn,,wenda.edu.cn,2001,,,,,,,Q17023857,Q17023857,Hefei,China,1808722,,,,,,
,,Bozhou University*en,,education,,亳州学院*zh; Bozhou University*en,,https://www.bzuu.edu.cn/,,bzuu.edu.cn,1909,,,,,,,Q112676519,Q112676519,Bozhou,China,1816234,,,,,,
,,Anhui International Studies University*en,,education,,安徽外国语学院*zh; Anhui International Studies University*en,,http://www.aisu.edu.cn/,,aisu.edu.cn,2002,,,,,,,Q10946783,Q10946783,Hefei,China,1808722,,,,,,
,,Bengbu College of Technology and Business*en,,education,安徽财经大学商学院,蚌埠工商学院*zh; Bengbu College of Technology and Business*en,,https://www.bctb.edu.cn,,bctb.edu.cn,2003,,,,,,,Q112676520,Q112676520,Bengbu,China,1816440,,,,,,
,,Hefei Institute of Technology*en,,education,安徽大学江淮学院; Jianghuai College of Anhui University,合肥理工学院*zh; Hefei Institute of Technology*en,,https://www.hfit.edu.cn/,,hfit.edu.cn,2003,,,,,,,Q28410643,Q28410643,Hefei,China,1808722,,,,,,
,,Ma'anshan University*en,,education,安徽工业大学工商学院,马鞍山学院*zh; Ma'anshan University*en,,https://www.masu.edu.cn/,,masu.edu.cn,2003,,,,,,,Q67932263,Q67932263,Ma'anshan,China,1801620,,,,,,
,,City University of Hefei*en,,education,安徽建筑大学城市建设学院,合肥城市学院*zh; City University of Hefei*en,,https://www.cuhf.edu.cn/,,cuhf.edu.cn,2003,,,,,,,Q112676521,Q112676521,Hefei,China,1808722,,,,,,
,,Hefei University of Economics*en,,education,安徽农业大学经济技术学院; Hefei Economics College,合肥经济学院*zh; Hefei University of Economics*en,,https://www.hfue.edu.cn,,hfue.edu.cn,2004,,,,,,,Q17023854,Q17023854,Hefei,China,1808722,,,,,,
,,Wuhu University*en,,education,安徽师范大学皖江学院,芜湖学院*zh; Wuhu University*en,,https://www.uwh.edu.cn/,,uwh.edu.cn,2004,,,,,,,Q10946793,Q10946793,Wuhu,China,1791236,,,,,,
,,Clinical College of Anhui Medical University*en,,education,,安徽医科大学临床医学院*zh; Clinical College of Anhui Medical University*en,,https://www.aycc.edu.cn,,aycc.edu.cn,2003,,,,,,,Q10946769,Q10946769,Hefei,China,1808722,,,,https://ror.org/03xb04968,,
,,Fuyang University of Technology*en,,education,阜阳师范学院信息工程学院; 阜阳师范大学信息工程学院,阜阳理工学院*zh; Fuyang University of Technology*en,,https://www.fyut.edu.cn/,,fyut.edu.cn,2003,,,,,,,Q112676523,Q112676523,Fuyang,China,1810845,,,,,,
,,Huaibei Institute of Technology*en,,education,淮北师范大学信息学院,淮北理工学院*zh; Huaibei Institute of Technology*en,,https://www.hblgxy.edu.cn/,,hblgxy.edu.cn,2021,,,,,,,Q112676525,Q112676525,Huaibei,China,1807700,,,,https://ror.org/03ek23472,,
,,Wanjiang University of Technology*en,,education,河海大学文天学院,皖江工学院*zh; Wanjiang University of Technology*en,,https://www.wjut.edu.cn/,,wjut.edu.cn,2008,,,,,,,Q28412552,Q28412552,Ma'anshan,China,1801620,,,,https://ror.org/01wd4xt90,,
,,Anhui University of Arts*en,,education,安徽大学艺术与传媒学院,安徽艺术学院*zh; Anhui University of Arts*en,,http://www.ahua.edu.cn/,,ahua.edu.cn,2019,,,,,,,Q65058030,Q65058030,Hefei,China,1808722,,,,https://ror.org/05th6yx34,,
,,Anhui Police College*en,,education,,安徽公安学院*zh; Anhui Police College*en,,,,,2024,,,,,,,Q126893836,Q126893836,Hefei,China,1808722,,,,,,
,,Anhui University of Applied Technology*en,,education,安徽职业技术学院,安徽职业技术大学*zh; Anhui University of Applied Technology*en,,https://www.uta.edu.cn,,uta.edu.cn,1958,,,,,,,Q112676526,Q112676526,Hefei,China,1808722,,,,,,
,,Anhui Institute of Medicine*en,,education,安徽医学高等专科学校,安徽第二医学院*zh; Anhui Institute of Medicine*en,,https://www.ahyz.edu.cn/,,ahyz.edu.cn,1955,,,,,,,Q10946767,Q10946767,Hefei,China,1808722,,,,https://ror.org/035rzmc67,,
,,Huaibei Vocational Technical College*en,,education,,淮北职业技术学院*zh; Huaibei Vocational Technical College*en,,http://www.hbvtc.net/,,hbvtc.net,,,,,,,,Q112664253,Q112664253,Huaibei,China,1807700,,,,,,
,,Anhui Water Conservancy Technical College*en,,education,Anhui Technical College of Water Resources and Hydroelectric Power,安徽水利水电职业技术学院*zh; Anhui Water Conservancy Technical College*en,,https://www.ahsdxy.edu.cn,,ahsdxy.edu.cn,2000,,,,,,,Q55697668,Q55697668,Hefei,China,1808722,,,,,,
,,Fuyang Vocational and Technical College*en,,education,,阜阳职业技术学院*zh; Fuyang Vocational and Technical College*en,,https://www.fyvtc.edu.cn,,fyvtc.edu.cn,1956,,,,,,,Q48899520,Q48899520,Fuyang,China,1810845,,,,,,
,,Tongling Polytechnic*en,,education,,铜陵职业技术学院*zh; Tongling Polytechnic*en,,https://www.tlpt.edu.cn/,,tlpt.edu.cn,2000,,,,,,,Q28410639,Q28410639,Tongling,China,1792621,,,,,,
,,Wanbo Institute of Science & Technology*en,,education,,民办万博科技职业学院*zh; 万博科技职业学院*zh; Wanbo Institute of Science & Technology*en,,https://www.wbc.edu.cn,,wbc.edu.cn,2000,,,,,,,Q112676527,Q112676527,,China,1807681,,,,,,
,,Anhui Vocational College of Police Officers*en,,education,,安徽警官职业学院*zh; Anhui Vocational College of Police Officers*en,,http://www.ahjgxy.edu.cn/,,ahjgxy.edu.cn,2000,,,,,,,Q112676528,Q112676528,Hefei,China,1808722,,,,,,
,,Huainan Vocational Technical College*en,,education,,淮南职业技术学院*zh; Huainan Vocational Technical College*en,,http://www.hnvtc.ah.edu.cn/,,hnvtc.ah.edu.cn,2000,,,,,,,Q28410642,Q28410642,Huainan,China,1807681,,,,,,
