html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Weinan Vocational and Technical College*en,,education,,渭南职业技术学院*zh; Weinan Vocational and Technical College*en,,http://www.wnzy.net/,,wnzy.net,2005,,,,,,,Q15944432,Q15944432,Weinan,China,1791636,,,,,,
,,Ankang Vocational and Technical College*en,,education,,安康职业技术学院*zh; Ankang Vocational and Technical College*en,,https://www.akvtc.cn/,,akvtc.cn,,,,,,,,Q112677378,Q112677378,Ankang,China,1789065,,,,,,
,,Tongchuan Vocational and Technical College*en,,education,,铜川职业技术学院*zh; Tongchuan Vocational and Technical College*en,,https://www.tczyxy.net,,tczyxy.net,2005,,,,,,,Q112677380,Q112677380,Tongchuan,China,7064006,,,,,,
,,Shaanxi Youth Vocational College*en,,education,陕西青年管理干部学院; 陕青职院,陕西青年职业学院*zh; Shaanxi Youth Vocational College*en,SYVC,http://www.sxqzy.com/,,sxqzy.com,2005,,,,,,,Q112677381,Q112677381,Xi'an,China,1790630,,,,,,
,,Shaanxi Business College*en,,education,,陕西工商职业学院*zh; Shaanxi Business College*en,,https://www.snbc.edu.cn,,snbc.edu.cn,,,,,,,,Q112677383,Q112677383,Xi'an,China,1790630,,,,,,
,,Shaanxi Tourism and Cuisine Vocational College*en,,education,,陕西旅游烹饪职业学院*zh; Shaanxi Tourism and Cuisine Vocational College*en,,https://sntcc.cn,,sntcc.cn,1994,,,,,,,Q112677386,Q112677386,Xi'an,China,1790630,,,,,,
,,Xi'an Medical College*en,,education,,西安医学高等专科学校*zh; Xi'an Medical College*en,,https://www.xagdyz.com/,,xagdyz.com,2009,,,,,,,Q112677388,Q112677388,Xi'an,China,1790630,,,,,,
,,Yulin Vocational and Technical College*en,,education,,榆林职业技术学院*zh; Yulin Vocational and Technical College*en,,https://www.yulinvtc.edu.cn,,yulinvtc.edu.cn,2012,,,,,,,Q112677390,Q112677390,Yulin,China,1785777,,,,,,
,,Shaanxi Arts Vocational College*en,,education,,陕西艺术职业学院*zh; Shaanxi Arts Vocational College*en,,https://www.sxavc.edu.cn,,sxavc.edu.cn,2013,,,,,,,Q112677391,Q112677391,Xi'an,China,1790630,,,,,,
,,Shenmu Vocational and Technical College*en,,education,神木职院,神木职业技术学院*zh; Shenmu Vocational and Technical College*en,,http://www.smzy.edu.cn/,,smzy.edu.cn,2018,,,,,,,Q112677394,Q112677394,Shenmu,China,1795617,,,,,,
,,Baoji Sanhe Vocational College*en,,education,陕西三和专修学院,宝鸡三和职业学院*zh; Baoji Sanhe Vocational College*en,,https://www.sxshxy.cn,,sxshxy.cn,2017,,,,,,,Q112677396,Q112677396,Baoji,China,10942359,,,,,,
,,Yulin Energy Science and Technology Vocational College*en,,education,,榆林能源科技职业学院*zh; Yulin Energy Science and Technology Vocational College*en,,https://www.ylnkxy.com,,ylnkxy.com,2020,,,,,,,Q112677397,Q112677397,Yulin,China,1785777,,,,,,
,,Baoji Zhongbei Vocational College*en,,education,,宝鸡中北职业学院*zh; Baoji Zhongbei Vocational College*en,,https://www.bjzbzyxy.com/,,bjzbzyxy.com,2021,,,,,,,Q112677398,Q112677398,Baoji,China,10942359,,,,,,
,,Shaanxi Institute of Mechatronic Technology*en,,education,,陕西机电职业技术学院*zh; Shaanxi Institute of Mechatronic Technology*en,,http://www.sxjdzy.cn/,,sxjdzy.cn,1986,,,,,,,Q112677399,Q112677399,Baoji,China,10942359,,,,,,
,,Gansu Medical College*en,,education,,甘肃医学院*zh; Gansu Medical College*en,,https://www.gsmc.edu.cn/,,gsmc.edu.cn,2015,,,,,,,Q19856085,Q19856085,Pingliang,China,1798760,,,,,,
,,Lanzhou Technology and Business College*en,,education,兰州财经大学陇桥学院; 兰州商学院陇桥学院; Longqiao College of Lanzhou University of Finance and Economics; Longqiao College of Lanzhou Commercial College,兰州工商学院*zh; Lanzhou Technology and Business College*en,,https://www.lztbc.edu.cn/,,lztbc.edu.cn,2000,,,,,,,Q112677402,Q112677402,兰州市,China,1804430,,,,,,
,,Lanzhou Resources & Environment Voc-Tech University*en,,education,兰州资源环境职业技术学院,兰州资源环境职业技术大学*zh; Lanzhou Resources & Environment Voc-Tech University*en,,https://www.lzre.edu.cn/,,lzre.edu.cn,2021,,,,,,,Q15893422,Q15893422,Lanzhou,China,1804430,,,,,,
,,Lanzhou Bowen College of Science and Technology*en,,education,兰州交通大学博文学院,兰州博文科技学院*zh; Lanzhou Bowen College of Science and Technology*en,,http://www.bowenedu.cn/w/Default.htm,,bowenedu.cn,2002,,,,,,,Q109346200,Q109346200,Lanzhou,China,1804430,,,,https://ror.org/03144pv92,,
,,Lanzhou College of Information Science and Technology*en,,education,兰州理工大学技术工程学院; 兰信科,兰州信息科技学院*zh; Lanzhou College of Information Science and Technology*en,LCIST,https://www.lzxk.edu.cn/,,lzxk.edu.cn,2002,,,,,,,Q112677404,Q112677404,Lanzhou,China,1804430,,,,,,
,,Longnan Normal University*en,,education,陇南师范高等专科学校; Longnan Teachers College; 陇南师专,陇南师范学院*zh; Longnan Normal University*en,,https://www.lntc.edu.cn/,,lntc.edu.cn,1937,,,,,,,Q112677405,Q112677405,Longnan,China,11778484,,,,,,
,,Gansu Police College*en,,education,甘肃警察职业学院,甘肃警察学院*zh; Gansu Police College*en,,https://www.gsjcxy.edu.cn/,,gsjcxy.edu.cn,2001,,,,,,,Q18718691,Q18718691,Lanzhou,China,1804430,,,,,,
,,Gansu Forestry Vocational and Technical University*en,,education,甘肃林业职业技术学院,甘肃林业职业技术大学*zh; Gansu Forestry Vocational and Technical University*en,,https://www.gsfc.edu.cn/,,gsfc.edu.cn,1956,,,,,,,Q112677413,Q112677413,Tianshui,China,1792892,,,,,,
,,Jiuquan Vocational and Technical University*en,,education,酒泉职业技术学院,酒泉职业技术大学*zh; Jiuquan Vocational and Technical University*en,,https://www.jqzy.edu.cn/,,jqzy.edu.cn,2001,,,,,,,Q112677408,Q112677408,Jiuquan,China,1279945,,,,,,
,,Gansu Industrial Vocational and Technical University*en,,education,,甘肃工业职业技术大学*zh; Gansu Industrial Vocational and Technical University*en,,https://www.gipc.edu.cn/,,gipc.edu.cn,2025,,,,,,,Q134555240,Q134555240,Tianshui,China,1792892,,,,,,https://ror.org/04yabfc65
,,Wuwei Vocational and Technical University*en,,education,武威职业学院; Wuwei Occupational College,武威职业技术大学*zh; Wuwei Vocational and Technical University*en,,https://www.wwvtu.edu.cn,,wwvtu.edu.cn,2003,,,,,,,Q112677415,Q112677415,Wuwei,China,1803936,,,,,,
,,Dingxi Teachers College*en,,education,,定西师范高等专科学校*zh; Dingxi Teachers College*en,,http://www.dxatc.edu.cn,,dxatc.edu.cn,2003,,,,,,,Q112677406,Q112677406,Dingxi,China,1812749,,,,,https://ror.org/00g741v42,
,,Gansu Construction Vocational and Technical College*en,,education,,甘肃建筑职业技术学院*zh; Gansu Construction Vocational and Technical College*en,,https://www.gcvtc.edu.cn/,,gcvtc.edu.cn,2001,,,,,,,Q112677407,Q112677407,Lanzhou,China,1804430,,,,,,
,,Lanzhou College of Foreign Studies*en,,education,,兰州外语职业学院*zh; Lanzhou College of Foreign Studies*en,,,,,,,,,,,,Q112677410,Q112677410,Lanzhou,China,1804430,,,,,,
,,Lanzhou Vocational Technical College*en,,education,,兰州职业技术学院*zh; Lanzhou Vocational Technical College*en,,https://www.lvu.edu.cn/,,lvu.edu.cn,2001,,,,,,,Q112677412,Q112677412,Lanzhou,China,1804430,,,,,,
,,Gansu Vocational and Technical College of Communications*en,,education,,甘肃交通职业技术学院*zh; Gansu Vocational and Technical College of Communications*en,,http://www.gsjtxy.edu.cn,,gsjtxy.edu.cn,1956,,,,,,,Q67935323,Q67935323,Lanzhou,China,1804430,,,,,,
,,Gansu Vocational College of Agriculture*en,,education,,甘肃农业职业技术学院*zh; Gansu Vocational College of Agriculture*en,,https://www.gscat.edu.cn/,,gscat.edu.cn,1906,,,,,,,Q112677416,Q112677416,兰州市,China,1804430,,,,,,
,,Gansu Polytechnic College of Animal Husbandry & Engineering*en,,education,,甘肃畜牧工程职业技术学院*zh; Gansu Polytechnic College of Animal Husbandry & Engineering*en,,https://www.xmgcedu.cn,,xmgcedu.cn,2004,,,,,,,Q112677417,Q112677417,武威市,China,1803936,,,,,,
,,Gansu Iron and Steel Vocational Technical College*en,,education,酒钢业余职工大学,甘肃钢铁职业技术学院*zh; Gansu Iron and Steel Vocational Technical College*en,,http://www.gsgtzy.cn/,,gsgtzy.cn,1978,,,,,,,Q112677418,Q112677418,Jiayuguan,China,1280957,,,,https://ror.org/00mgrqp66,,
,,Gansu Vocational & Technical College of Nonferrous Metallurgy*en,,education,,甘肃有色冶金职业技术学院*zh; Gansu Vocational & Technical College of Nonferrous Metallurgy*en,,https://www.gsysyj.cn/,,gsysyj.cn,2010,,,,,,,Q112677420,Q112677420,Jinchang,China,1805733,,,,,,
,,Baiyin Vocational College of Mining and Metallurgy*en,,education,,白银矿冶职业技术学院*zh; Baiyin Vocational College of Mining and Metallurgy*en,,https://www.bymu.cn/,,bymu.cn,2011,,,,,,,Q112677421,Q112677421,Baiyin,China,1817240,,,,,,
,,Gansu Health Vocational College*en,,education,,甘肃卫生职业学院*zh; Gansu Health Vocational College*en,,https://www.gswzy.edu.cn,,gswzy.edu.cn,2013,,,,,,,Q112677422,Q112677422,Lanzhou,China,1804430,,,,,,
,,Lanzhou Vocational College of Science and Technology*en,,education,,兰州科技职业学院*zh; Lanzhou Vocational College of Science and Technology*en,,https://www.lzkjedu.com/,,lzkjedu.com,1996,,,,,,,Q112677423,Q112677423,Lanzhou,China,1804430,,,,,,
,,Qingyang Vocational and Technical College*en,,education,,庆阳职业技术学院*zh; Qingyang Vocational and Technical College*en,,https://www.qyvtc.cn,,qyvtc.cn,2014,,,,,,,Q112677424,Q112677424,Qingyang,China,12359313,,,,,,
,,Linxia Modern Vocational College*en,,education,,临夏现代职业学院*zh; Linxia Modern Vocational College*en,,http://www.lxxdzy.com/,,lxxdzy.com,2015,,,,,,,Q112677425,Q112677425,Linxia,China,1803331,,,,,,
,,Lanzhou Modern Vocational College*en,,education,,兰州现代职业学院*zh; Lanzhou Modern Vocational College*en,,https://www.lzmvc.edu.cn,,lzmvc.edu.cn,2016,,,,,,,Q112677426,Q112677426,Lanzhou,China,1804430,,,,,,
,,Pingliang Vocational and Technical College*en,,education,,平凉职业技术学院*zh; Pingliang Vocational and Technical College*en,,http://www.plvtc.cn,,plvtc.cn,,,,,,,,Q112677427,Q112677427,平凉市,China,1798760,,,,,,
,,Bailie Vocational College*en,,education,,培黎职业学院*zh; Bailie Vocational College*en,,https://www.plzyxy.com,,plzyxy.com,2020,,,,,,,Q112677428,Q112677428,Zhangye,China,1785036,,https://ror.org/03w2z6524,,,,
,,Lanzhou Aviation Vocational and Technical College*en,,education,兰州航空工业职工大学; 兰州万里工学院,兰州航空职业技术学院*zh; Lanzhou Aviation Vocational and Technical College*en,,https://www.lzatc.edu.cn/,,lzatc.edu.cn,1960,,,,,,,Q112677429,Q112677429,Lanzhou,China,1804430,,,,,,
,,Baiyin Hope Vocational and Technical College*en,,education,,白银希望职业技术学院*zh; Baiyin Hope Vocational and Technical College*en,,http://byhvatc.com/,,byhvatc.com,2021,,,,,,,Q112677430,Q112677430,Baiyin,China,1817240,,,,,,
,,Gansu Finance and Trade Vocational College*en,,education,Gansu Vocational College of Finance and Trade; Gansu Finance and Trade Professional College,甘肃财贸职业学院*zh; Gansu Finance and Trade Vocational College*en,,https://www.gscmxy.edu.cn,,gscmxy.edu.cn,2016,,,,,,,Q112677431,Q112677431,Lanzhou,China,1804430,,,,,,
,,Dingxi Vocational and Technical College*en,,education,,定西职业技术学院*zh; Dingxi Vocational and Technical College*en,,https://www.dxvtc.edu.cn,,dxvtc.edu.cn,2023,,,,,,,Q133883156,Q133883156,Dingxi,China,1812749,,,,,,
,,Kunlun College of Qinghai University*en,,education,青大昆院,青海大学昆仑学院*zh; Kunlun College of Qinghai University*en,,https://klc.qhu.edu.cn,,klc.qhu.edu.cn,2004,,,,,,,Q55697588,Q55697588,Xining,China,1788852,,,,https://ror.org/05h33bt13,,
,,Qinghai Institute of Technology*en,,education,西宁大学,青海理工学院*zh; Qinghai Institute of Technology*en,,https://www.qhit.edu.cn/,,qhit.edu.cn,2024,,,,,,,Q126868970,Q126868970,西宁市,China,1788852,,,,,,
,,Qinghai Vocational and Technical University*en,,education,青海交通职业技术学院,青海职业技术大学*zh; Qinghai Vocational and Technical University*en,,https://www.qhpu.edu.cn,,qhpu.edu.cn,2002,,,,,,,Q112677436,Q112677436,Xining,China,1788852,,,,,,
,,Qinghai Health Vocational and Technical College*en,,education,,青海卫生职业技术学院*zh; Qinghai Health Vocational and Technical College*en,,https://www.qhwszy.edu.cn/,,qhwszy.edu.cn,1948,,,,,,,Q112677432,Q112677432,Xining,China,1788852,,,,https://ror.org/02hdhn392,,
,,Qinghai Vocational College of Police Officers*en,,education,,青海警官职业学院*zh; Qinghai Vocational College of Police Officers*en,,https://www.qhjyedu.com/,,qhjyedu.com,2000,,,,,,,Q112677434,Q112677434,Xining,China,1788852,,,,,,
,,Qinghai Vocational College of Agriculture and Animal Husbandry Science and Technology*en,,education,青海畜牧兽医职业技术学院; 青牧职院,青海农牧科技职业学院*zh; Qinghai Vocational College of Agriculture and Animal Husbandry Science and Technology*en,,https://www.qhxmzy.cn/,,qhxmzy.cn,1940,,,,,,,Q112677435,Q112677435,Xining,China,1788852,,,,,,
,,Qinghai Architectural Vocational and Technical College*en,,education,,青海建筑职业技术学院*zh; Qinghai Architectural Vocational and Technical College*en,,https://www.qhavtc.edu.cn,,qhavtc.edu.cn,1978,,,,,,,Q112677438,Q112677438,Xining,China,1788852,,,,,,
,,Xining City Vocational and Technical College*en,,education,,西宁城市职业技术学院*zh; Xining City Vocational and Technical College*en,,https://www.xncy.edu.cn,,xncy.edu.cn,2014,,,,,,,Q112677440,Q112677440,Xining,China,1788852,,,,,,
,,Qinghai Higher Vocational and Technical Institute*en,,education,,青海高等职业技术学院*zh; Qinghai Higher Vocational and Technical Institute*en,,,,,2014,,,,,,,Q55697591,Q55697591,Haidong,China,1799471,,,,,,
,,Qinghai Qaidam Vocational & Technical College*en,,education,,青海柴达木职业技术学院*zh; Qinghai Qaidam Vocational & Technical College*en,,https://www.qhcdmzy.edu.cn/,,qhcdmzy.edu.cn,2014,,,,,,,Q55697589,Q55697589,Delingha,China,1281378,,,,,,
,,Ningxia Institute of Science and Technology*en,,education,,宁夏理工学院*zh; Ningxia Institute of Science and Technology*en,,http://www.nist.edu.cn/,,nist.edu.cn,1985,,,,,,,Q10945871,Q10945871,石嘴山市,China,12324556,,,,,,
,,Xinhua College of Ningxia University*en,,education,,宁夏大学新华学院*zh; Xinhua College of Ningxia University*en,,https://xinhua.nxu.edu.cn/,,xinhua.nxu.edu.cn,2002,,,,,,,Q55697440,Q55697440,Yinchuan,China,1786657,,,,https://ror.org/04j7b2v61,,
,,Yinchuan College of Energy*en,,education,Yinchuan University of Energy; Yinchuan Energy College; 银川科技职业学院,银川能源学院*zh; Yinchuan College of Energy*en,,https://www.ycu.com.cn,,ycu.com.cn,1999,,,,,,,Q55697578,Q55697578,Yinchuan,China,1786657,,,,,,
,,Yinchuan University of Science and Technology*en,,education,中国矿业大学银川学院,银川科技学院*zh; Yinchuan University of Science and Technology*en,,https://www.ycust.edu.cn/,,ycust.edu.cn,2005,,,,,,,Q55697376,Q55697376,Yinchuan,China,1786657,,,,,,
,,Ningxia Vocational and Technical University*en,,education,宁夏职业技术学院; Ningxia Polytechnic; 宁夏开放大学,宁夏职业技术大学*zh; Ningxia Vocational and Technical University*en,,https://www.nxtc.edu.cn/,,nxtc.edu.cn,2002,,,,,,,Q10945872,Q10945872,Yinchuan,China,1786657,,,,,,
,,Ningxia Vocational Technical University of Industry and Commerce*en,,education,宁夏工商职业技术学院; 宁夏经贸职业学院; Ningxia Vocational Technical College of Industry and Commerce,宁夏工商职业技术大学*zh; 寧夏工商職業技術大學*zh; Ningxia Vocational Technical University of Industry and Commerce*en,,https://www.nxgs.edu.cn/,,nxgs.edu.cn,1951,,,,,,,Q112677446,Q112677446,Yinchuan,China,1786657,,,,,,
,,Ningxia Vocational and Technical College for Minorities*en,,education,,宁夏民族职业技术学院*zh; Ningxia Vocational and Technical College for Minorities*en,,,,,2001,,,,,,,Q55697443,Q55697443,吴忠市,China,1790842,,,,,,
,,Ningxia Institute of Industry Technology*en,,education,,宁夏工业职业学院*zh; Ningxia Institute of Industry Technology*en,,https://www.ngzy.edu.cn/,,ngzy.edu.cn,1981,,,,,,,Q112677443,Q112677443,Yinchuan,China,1786657,,,,,,
,,Ningxia Finance and Economics Vocational and Technical College*en,,education,,宁夏财经职业技术学院*zh; Ningxia Finance and Economics Vocational and Technical College*en,,https://www.nxcy.edu.cn,,nxcy.edu.cn,1958,,,,,,,Q112677448,Q112677448,Yinchuan,China,1786657,,https://ror.org/022wdhy86,,,,
,,Ningxia Police Vocational College*en,,education,,宁夏警官职业学院*zh; Ningxia Police Vocational College*en,,https://www.nxpc.edu.cn,,nxpc.edu.cn,1980,,,,,,,Q112677449,Q112677449,Yinchuan,China,1786657,,,,,,
,,Ningxia Construction Vocational and Technical College*en,,education,,宁夏建设职业技术学院*zh; Ningxia Construction Vocational and Technical College*en,,https://www.nxjy.edu.cn/,,nxjy.edu.cn,2002,,,,,,,Q112677451,Q112677451,Yinchuan,China,1786657,,,,,,
,,Ningxia Technical College of Wine and Desertification Prevention*en,,education,宁夏回族自治区林业学校; 宁夏生态工程学校; 宁夏防沙治沙职业技术学院; 宁葡酒职院,宁夏葡萄酒与防沙治沙职业技术学院*zh; Ningxia Technical College of Wine and Desertification Prevention*en,NTCW,http://www.nxfszs.cn,,nxfszs.cn,1985,,,,,,,Q55697444,Q55697444,Yinchuan,China,1786657,,,,,,
,,Ningxia Preschool Education College*en,,education,宁夏幼专,宁夏幼儿师范高等专科学校*zh; Ningxia Preschool Education College*en,,http://www.nxpec.edu.cn,,nxpec.edu.cn,2014,,,,,,,Q55697441,Q55697441,Yinchuan,China,1786657,,,,,,
,,Ningxia Vocational College of Art*en,,education,Ningxia Art Vocational College,宁夏艺术职业学院*zh; Ningxia Vocational College of Art*en,,http://www.nxyszyxy.com,,nxyszyxy.com,1979,,,,,,,Q112677453,Q112677453,Yinchuan,China,1786657,,,,,,
,,Ningxia Vocational College of Sports*en,,education,,宁夏体育职业学院*zh; Ningxia Vocational College of Sports*en,,http://www.nxtzy.com.cn/,,nxtzy.com.cn,2017,,,,,,,Q112677454,Q112677454,Yinchuan,China,1786657,,,,,,
,,Shizuishan Vocational College of Industry and Trade*en,,education,,石嘴山工贸职业技术学院*zh; Shizuishan Vocational College of Industry and Trade*en,,https://www.nxszsgm.com,,nxszsgm.com,2020,,,,,,,Q112677457,Q112677457,Shizuishan,China,12324556,,,,,,
,,Ningxia Health Vocational and Technical College*en,,education,,宁夏卫生健康职业技术学院*zh; Ningxia Health Vocational and Technical College*en,,,,,2023,,,,,,,Q126818181,Q126818181,Shizuishan,China,12324556,,,,,,
,,Ningxia Communications Technical College*en,,education,宁夏交院,宁夏交通职业技术学院*zh; Ningxia Communications Technical College*en,,,,,2024,,,,,,,Q126868830,Q126868830,Yinchuan,China,1786657,,,,,,
,,Xinjiang Arts Institute*en,,education,,新疆艺术学院*zh; Xinjiang Arts Institute*en,,https://www.xjart.edu.cn,,xjart.edu.cn,1958,,,,,,,Q8044610,Q8044610,Ürümqi,China,1529102,,https://ror.org/0487kvf73,,,,
,,Science and Technology College of Xinjiang Agricultural University*en,,education,,新疆农业大学科学技术学院*zh; Science and Technology College of Xinjiang Agricultural University*en,,,,,,,,,,,,Q112677458,Q112677458,Ürümqi,China,1529102,,,,,https://ror.org/04qjh2h11,
,,Xinjiang University of Political Science and Law*en,,education,新疆兵团警官高等专科学校; 石河子大学科技学院,新疆政法学院*zh; Xinjiang University of Political Science and Law*en,,http://www.xjzfu.edu.cn/,,xjzfu.edu.cn,1984,,,,,,,Q48903553,Q48903553,图木舒克市,China,12022102,,,,,,
,,Xinjiang Tianshan Vocational and Technical University*en,,education,新疆天山职业技术学院,新疆天山职业技术大学*zh; Xinjiang Tianshan Vocational and Technical University*en,,http://www.xjtsxy.cn,,xjtsxy.cn,1993,,,,,,,Q17025404,Q17025404,Ürümqi,China,1529102,,,,,,
,,Xinjiang Hetian College*en,,education,和田师范专科学校,新疆和田学院*zh; Xinjiang Hetian College*en,,https://www.htnc.edu.cn/,,htnc.edu.cn,2024,,,,,,,Q112677464,Q112677464,Hotan,China,1281019,,,,,,
,,Xinjiang Agricultural Vocational and Technical University*en,,education,新疆农业职业技术学院,新疆农业职业技术大学*zh; Xinjiang Agricultural Vocational and Technical University*en,,https://www.xjnzy.edu.cn/,,xjnzy.edu.cn,2024,,,,,,,Q112677466,Q112677466,Changji,China,1529569,,,,,,
,,Xinjiang University of Technology*en,,education,,新疆工业学院*zh; Xinjiang University of Technology*en,,https://www.xjut.edu.cn/,,xjut.edu.cn,2025,,,,,,,Q133447944,Q133447944,Hotan,China,1281019,,https://ror.org/03hcmxw73,,,,
,,Xinjiang Vocational and Technical University of Communications*en,,education,新疆交通职业技术学院; Xinjiang Vocational & Technical College of Communications,新疆交通职业技术大学*zh; Xinjiang Vocational and Technical University of Communications*en,,http://www.xjjtedu.com,,xjjtedu.com,1953,,,,,,,Q15924572,Q15924572,Ürümqi,China,1529102,,,,,,
,,Tarim Institute of Technology*en,,education,,塔里木理工学院*zh; Tarim Institute of Technology*en,,http://zb.tarit.cn,,tarit.cn,2025,,,,,,,Q134862112,Q134862112,Aral,China,1529641,,,,,,
,,Xinjiang Technology Vocational University*en,,education,,新疆理工职业大学*zh; Xinjiang Technology Vocational University*en,,https://www.xjvut.edu.cn,,xjvut.edu.cn,2025,,,,,,,Q134862183,Q134862183,Shule,China,1279987,,,,,,
,,Karamay Vocational and Technical College*en,,education,,克拉玛依职业技术学院*zh; Karamay Vocational and Technical College*en,,https://kzjsxy.edu.cn,,kzjsxy.edu.cn,1956,,,,,,,Q15942290,Q15942290,Karamay,China,1529401,,,,,,
,,Xinjiang Mechanical and Electrical Vocational and Technical College*en,,education,,新疆机电职业技术学院*zh; Xinjiang Mechanical and Electrical Vocational and Technical College*en,,http://www.xjjd.edu.cn,,xjjd.edu.cn,1957,,,,,,,Q17025405,Q17025405,Ürümqi,China,1529102,,,,,,
,,Xinjiang Energy Vocational Technical College*en,,education,,新疆能源职业技术学院*zh; Xinjiang Energy Vocational Technical College*en,,https://www.xjnyedu.com,,xjnyedu.com,2005,,,,,,,Q15956750,Q15956750,Ürümqi,China,1529102,,,,,,
,,Changji Vocational and Technical College*en,,education,,昌吉职业技术学院*zh; Changji Vocational and Technical College*en,,https://www.cjpt.edu.cn/,,cjpt.edu.cn,2001,,,,,,,Q112677470,Q112677470,,China,1529569,,,,,,
,,Yili Vocational and Technical College*en,,education,,伊犁职业技术学院*zh; Yili Vocational and Technical College*en,,,,,2002,,,,,,,Q112677473,Q112677473,伊宁市,China,1529435,,,,,,
,,Aksu Vocational and Technical College*en,,education,,阿克苏职业技术学院*zh; Aksu Vocational and Technical College*en,,https://www.akszy.edu.cn/,,akszy.edu.cn,2002,,,,,,,Q112677474,Q112677474,Wensu,China,1529088,,,,,,
,,Bayin Guoleng Vocational and Technical College*en,,education,,巴音郭楞职业技术学院*zh; Bayin Guoleng Vocational and Technical College*en,,https://www.xjbyxy.cn/,,xjbyxy.cn,2002,,,,,,,Q112677476,Q112677476,Korla,China,1529376,,,,,,
,,Xinjiang Construction Vocational and Technical College*en,,education,,新疆建设职业技术学院*zh; Xinjiang Construction Vocational and Technical College*en,,http://www.xjjsxy.net,,xjjsxy.net,2002,,,,,,,Q112677478,Q112677478,乌鲁木齐市,China,1529102,,,,,,
,,Xinjiang Modern Vocational and Technical College*en,,education,,新疆现代职业技术学院*zh; Xinjiang Modern Vocational and Technical College*en,,http://www.xjxiandai.net,,xjxiandai.net,1995,,,,,,,Q15938406,Q15938406,Ürümqi,China,1529102,,,,,,
,,Xinjiang Shihezi Vocational Technical College*en,,education,石河子职业技术大学,新疆石河子职业技术学院*zh; Xinjiang Shihezi Vocational Technical College*en,,https://www.shzv.edu.cn/,,shzv.edu.cn,2004,,,,,,,Q15936006,Q15936006,Shihezi,China,1529195,,,,,,
,,Xinjiang Vocational University*en,,education,,新疆职业大学*zh; Xinjiang Vocational University*en,XJVU,http://www.xjvu.edu.cn/,,xjvu.edu.cn,1962,,,,,,,Q17025411,Q17025411,Ürümqi,China,1529102,,,,,,
,,Xinjiang Sports Vocational and Technical College*en,,education,,新疆体育职业技术学院*zh; Xinjiang Sports Vocational and Technical College*en,,http://www.xjsvtc.com,,xjsvtc.com,2012,,,,,,,Q15933816,Q15933816,Ürümqi,China,1529102,,,,,,
,,Xinjiang Applied Vocational and Technical College*en,,education,,新疆应用职业技术学院*zh; Xinjiang Applied Vocational and Technical College*en,,https://www.xjyyedu.cn,,xjyyedu.cn,1974,,,,,,,Q112677480,Q112677480,Kuitun,China,1529355,,,,,,
,,Xinjiang Education Institute*en,,education,新疆教育学院,新疆师范高等专科学校*zh; Xinjiang Education Institute*en,,https://www.xjei.edu.cn/,,xjei.edu.cn,1978,,,,,,,Q15921112,Q15921112,Ürümqi,China,1529102,,,,,,
,,Xinjiang Polytechnic University of Energy and Railway*en,,education,,新疆铁道职业技术学院*zh; 新疆能源铁道职业技术大学*zh; Xinjiang Polytechnic University of Energy and Railway*en; Xinjiang Railway Vocational and Technical College*en,XJPUER,https://www.xjrvtc.edu.cn,,xjrvtc.edu.cn,1950,,,,,,,Q17025412,Q17025412,,China,1529484,,,,,,
,,Hami Vocational and Technical College*en,,education,,哈密职业技术学院*zh; Hami Vocational and Technical College*en,,https://www.hmzyedu.cn/,,hmzyedu.cn,2014,,,,,,,Q112677485,Q112677485,Hami,China,1529484,,,,,,
,,Xinjiang Vocational and Technical College of Science and Technology*en,,education,,新疆科技职业技术学院*zh; Xinjiang Vocational and Technical College of Science and Technology*en,,https://www.xjkjzyjsxy.com/,,xjkjzyjsxy.com,2014,,,,,,,Q112677486,Q112677486,五家渠市,China,1529085,,,,,,
,,Turpan Vocational and Technical College*en,,education,,吐鲁番职业技术学院*zh; Turpan Vocational and Technical College*en,,http://www.tlfzj.com,,tlfzj.com,,,,,,,,Q112677488,Q112677488,Turpan,China,1529114,,,,,,
,,Bortala Vocational and Technical College*en,,education,,博尔塔拉职业技术学院*zh; Bortala Vocational and Technical College*en,,https://www.betltc.edu.cn/,,betltc.edu.cn,2017,,,,,,,Q112677490,Q112677490,,China,8521718,,,,,,
,,Hetian Vocational and Technical College*en,,education,,和田职业技术学院*zh; Hetian Vocational and Technical College*en,,,,,2018,,,,,,,Q112677491,Q112677491,,China,1281019,,,,,,
,,Shihezi Vocational and Technical College of Engineering*en,,education,,石河子工程职业技术学院*zh; Shihezi Vocational and Technical College of Engineering*en,,https://www.shzvce.cn/,,shzvce.cn,2018,,,,,,,Q112677492,Q112677492,Shihezi,China,1529195,,,,,,
,,Kashgar Vocational Technical College*en,,education,,喀什职业技术学院*zh; Kashgar Vocational Technical College*en,,https://www.kszy.edu.cn,,kszy.edu.cn,2018,,,,,,,Q112677493,Q112677493,Kashgar,China,1280849,,,,,,
